jobName	bossName	cityName	brandName	job_url	if_contact	if_continue_contact	dialogue_content	boss_content	number
双休审核贷款助理	陈女士	成都	顺玺	https://www.zhipin.com/job_detail/635b55292a374f211HNy3t65EVRV.html?lid=8Z9W4Yzxbs4.search.811&securityId=YoRQn8DsYm5xv-c1dKVa0lUhS18ljgFdfk4cvBj7zAQKLAEL641azSdAuP84kz0d9tCeRrwfpCj3Na95W9yICMUAKanh5RXQuUSAxEtYrM24iByxKO2eUoIzbTb1u6Tuyovaa-rYwZcw1HpE-oifXHYAeSBGVFVVFwj6V3524xfj2b0~	2.0	0.0			
无责4000贷款专员+月入两万	李女士	成都	成都神行世州商务...	https://www.zhipin.com/job_detail/08d824d076addd9d1Hx-3Nu0FVtW.html?lid=8Z9W4Yzxbs4.search.821&securityId=qdwzXUmFiM4tj-m1WKBuZnaKHsw8Kbeu9xkCj9LYpRp1HlwvANRCY87NpIaGFn7Kkxuje3bNUXR_gGuGAWiuaGn8q_0f0Ox0OLGsu90YWIOoaKeIrAA6Qu91QxzEOn-zV9Hwotx2RTEkZYlMahjD-GdV6wdP9ltU0Y-G83tRJ70zggZmVg~~	2.0	0.0			
2w金融贷款+银行直贷+周末双休	左女士	成都	成都金瑞铭泰企业...	https://www.zhipin.com/job_detail/3d1b498cd147d2841HN63N2-EVFU.html?lid=8Z9W4Yzxbs4.search.831&securityId=8zAnP7U0BYXNq-P1trtv_z2dsP0VdlgKRNo0QBkxclel4TS7aBT6Vp-opY5_Cal8imBJvDoocbLKvl37zVnUrdKAi6LCtTg2QQBzPJQ6UdnUNKXV_8vp_B5t4iTTpg65ezOveXLgnDXJKkwK32rd7sQB9yBGBhJIFK7utfL_gaIAaJg8hg~~	1.0	1.0	您好，可以聊聊吗？您这个职位我很有兴趣，希望进一步了解\n你与该职位竞争者PK情况\n共人投递，你超过竞争者\n优秀竞争者会，建议你\n查看详细分析\n工作内容：免费提供精准客户资源，广告引流，新媒体、直客资源等 。通过电销 网销 线上 线下邀约客户 到公司一对一匹配银行直贷业务，办理贷款，签约。\n11:55\n附件简历请求已发送\n李舸.pdf\n点击预览附件简历\n可以看看我的简历哈，合适的话电话沟通\n对方已同意，您的附件简历已发送给对方\n对方已查看您的附件简历\n请求交换电话已发送\n13980908336\n左女士的手机号\n13980908336\n复制手机号	工作内容：免费提供精准客户资源，广告引流，新媒体、直客资源等 。通过电销 网销 线上 线下邀约客户 到公司一对一匹配银行直贷业务，办理贷款，签约。\n	13980908336.0
3W贷款销售新人2-3天开单无责6000+40%通提	谢女士	成都	成都诚速汇融	https://www.zhipin.com/job_detail/49d843603b8c25721Hx73d6-EVJZ.html?lid=8Z9W4Yzxbs4.search.841&securityId=suqDh4tpS0mBI-r1mYDuJc-LTQVhCbYH-77VqM5qrdQhFFF6hh9C3Jl_3HPhWVWJyaKjV934HefLlnDMyQhsj3h8S285hq14_T3tnP0On0oG42GyY6x6tBxxJbfKwLOFXnPB_Nep69ULT0KeoucRVbRHY-HubnTggybAcTKzdAB7yfrn	1.0	1.0	您好，可以聊聊吗？您这个职位我很有兴趣，希望进一步了解\n你与该职位竞争者PK情况\n共人投递，你超过竞争者\n优秀竞争者会，建议你\n查看详细分析\n你好\n工作内容：受理客户通过平台主动申请的信息，审核客户资质，加微信邀约面谈，制定融资方案签约，为客户提供优质的贷前、贷中及贷后服务，促进二次成交\n底薪6000+提成+上门奖励+奖金3000-30000+社保\n我想要一份您的附件简历，您是否同意\n拒绝同意\n确定向 Boss 发送简历吗？\nBoss确认后，该附件简历将直接发送至对方邮箱\n取消确定\n可以发份简历吗？\n可以看看我的简历哈，合适的话可以聊聊~\n请求交换电话已发送\n15881721613\n谢女士的手机号\n15881721613\n复制手机号\n我们上班时间是早九晚六\n您是否接受此工作地点?\n多弗国际中心-写字楼(成都成华区多弗国际中心-写字楼1301)\n暂不考虑可以接受	你好\n工作内容：受理客户通过平台主动申请的信息，审核客户资质，加微信邀约面谈，制定融资方案签约，为客户提供优质的贷前、贷中及贷后服务，促进二次成交\n底薪6000+提成+上门奖励+奖金3000-30000+社保\n我想要一份您的附件简历，您是否同意\n拒绝同意\n确定向 Boss 发送简历吗？\nBoss确认后，该附件简历将直接发送至对方邮箱\n取消确定\n可以发份简历吗？\n我们上班时间是早九晚六\n	15881721613.0
双休2W正规银行贷款专员+年终分红	冯启超	成都	成都赋之能科技	https://www.zhipin.com/job_detail/5132ef34ad7277291Hx-29S-GFdX.html?lid=8Z9W4Yzxbs4.search.851&securityId=cvvSsfNxf9fmb-h14Wyv6YT6xu9MQ-m0a1teQbFBF4QQ0ZN9tTArbbf_s8itKG6Bm7Zz7RzCC0SawdNFTcHT44bnKGiF4ZthY7dN_tT3aVvye3u9ZGYl03jTWTvzPv849v7CYiX5xJ8vuXcaVex2b7KqOQQyEvE-VBV51HP1SVCL4vHMYQ~~	1.0	1.0	您好，可以聊聊吗？您这个职位我很有兴趣，希望进一步了解\n你与该职位竞争者PK情况\n共人投递，你超过竞争者\n优秀竞争者会，建议你\n查看详细分析\n09-13 11:43\n你好\n我想要一份您的附件简历，您是否同意\n拒绝同意\n确定向 Boss 发送简历吗？\nBoss确认后，该附件简历将直接发送至对方邮箱\n取消确定\n工作内容：公司主营金融贷款，根据公司提供的精准客户资源，帮助有资金需求的客户对接银行办理业务。 （工作简单，有专业培训，不会谈单主管带你谈，轻松成交）\n工作内容可以吗？\n可以接受吗？\n可以看看我的简历哈，合适的话可以聊聊~\n请求交换电话已发送\n09-13 14:05\n你好\n这个微信不是我的\n我加你简历上的联系方式哦\n对方已查看您的附件简历	你好\n我想要一份您的附件简历，您是否同意\n拒绝同意\n确定向 Boss 发送简历吗？\nBoss确认后，该附件简历将直接发送至对方邮箱\n取消确定\n工作内容：公司主营金融贷款，根据公司提供的精准客户资源，帮助有资金需求的客户对接银行办理业务。 （工作简单，有专业培训，不会谈单主管带你谈，轻松成交）\n工作内容可以吗？\n可以接受吗？\n你好\n这个微信不是我的\n我加你简历上的联系方式哦\n	
贷款邀约专员+周末双休	朱女士	成都	景程	https://www.zhipin.com/job_detail/37a28f80ea6664ed1HN92N28F1tY.html?lid=8Z9W4Yzxbs4.search.861&securityId=tXRFyfAoMvkvq-W1Uu8Q5zpIfLYETEjA06azzKM4m0y3IhcRr4Ppb5KrAw1f2VBKoAmgvfxAc3hCHhBlLRBU38RoY2Li9T0pUG0zKUl1Zk9hfqKQbzvuXboI5XX1OcgzmGuWRRH3GwY4	1.0	1.0	您好，可以聊聊吗？您这个职位我很有兴趣，希望进一步了解\n你与该职位竞争者PK情况\n共人投递，你超过竞争者\n优秀竞争者会，建议你\n查看详细分析\n昨天 11:56\n[挥手] 你好啊，可以聊一聊~\n方便先发一份简历过来么？\n附件简历请求已发送\n李舸.pdf\n点击预览附件简历\n可以看看我的简历哈，合适的话电话沟通\n请求交换电话已发送\n11:33\n13281246623\n朱女士的手机号\n13281246623\n复制手机号\n开启虚拟电话，让老板直接联系你，不错过好机会！	[挥手] 你好啊，可以聊一聊~\n方便先发一份简历过来么？\n	13281246623.0
金融贷款专员+高提成不加班+周末双休	官先生	成都	融创信达	https://www.zhipin.com/job_detail/5d0531ce1c1e98041XNz2tu4GFJV.html?lid=8Z9W4Yzxbs4.search.871&securityId=hT_LzshKhcPBA-x19evE9o4HyQk2brPsG60Fq7JFtXeeqdqcLPEbqD9TC51lRcPHIQm_Se3foVDEU8eTtgIuUJemPSZodYLyT65vmCW7_6W0R3-ia85fRck6oycLeCzDFwWxluBBe-eioBB8aqfN05KhVrbKkcngdGMi8FGRLftUsKQd	1.0	1.0	您好，可以聊聊吗？您这个职位我很有兴趣，希望进一步了解\n你与该职位竞争者PK情况\n共人投递，你超过竞争者\n优秀竞争者会，建议你\n查看详细分析\n你好 可以聊一聊\n这个岗位工作内容主要是根据公司现有平台资源和客户沟通，邀约客户上门，帮助客户办理贷款业务，方便了解吗？\n09-13 12:02\n附件简历请求已发送\n李舸.pdf\n点击预览附件简历\n可以看看我的简历哈，合适的话电话沟通\n请求交换电话已发送\n对方已同意，您的附件简历已发送给对方\n对方已查看您的附件简历\n看了你的简历 我们是金融中介  电话销售行业  你能接受电话销售吗？	你好 可以聊一聊\n这个岗位工作内容主要是根据公司现有平台资源和客户沟通，邀约客户上门，帮助客户办理贷款业务，方便了解吗？\n看了你的简历 我们是金融中介  电话销售行业  你能接受电话销售吗？\n	
底薪5000贷款专员/双休/六险一金	郭女士	成都	成都润达信成	https://www.zhipin.com/job_detail/25f7f5ff2514c68e1HN43Nm9EVtY.html?lid=8Z9W4Yzxbs4.search.881&securityId=Nd54EKXz-ntj3-v16Xwzlbm47LgcphLrLu__78X5VvRGIyB2jNM1j182yEUBGx0OQNmGYHsFDhYjWVjsQzXq7mF9zP7pn5ku0nlZyjqV-CnidOgGiwnHMJLbA_KHUkZ-8ZWSr2GYqBVLMg~~	1.0	1.0	您好，可以聊聊吗？您这个职位我很有兴趣，希望进一步了解\n你与该职位竞争者PK情况\n共人投递，你超过竞争者\n优秀竞争者会，建议你\n查看详细分析\n昨天 11:45\n您是否接受此工作地点?\n航天科技大厦(成都锦江区航天科技大厦3001)\n暂不考虑可以接受\n昨天 14:16\n工作地点可以接受吗\n试用期4000无责底薪\n昨天 15:48\n附件简历请求已发送\n李舸.pdf\n点击预览附件简历\n可以看看我的简历哈，合适的话电话沟通\n对方已同意，您的附件简历已发送给对方\n请求交换电话已发送\n11:39\n17780063843\n郭女士的手机号\n17780063843\n复制手机号\n开启虚拟电话，让老板直接联系你，不错过好机会！\n你好\n13:37\n我想要和您交换微信，您是否同意\n拒绝同意\n确定向 Boss 发送简历吗？\nBoss确认后，该附件简历将直接发送至对方邮箱\n取消确定	工作地点可以接受吗\n试用期4000无责底薪\n你好\n我想要和您交换微信，您是否同意\n拒绝同意\n确定向 Boss 发送简历吗？\nBoss确认后，该附件简历将直接发送至对方邮箱\n取消确定\n	17780063843.0
坐班贷款销售不外出/双休/不加班	武女士	成都	蓉城智袋	https://www.zhipin.com/job_detail/2c5cba2c4128f6831HVz29y_FVFS.html?lid=8Z9W4Yzxbs4.search.891&securityId=JNJHE0DK9130Q-A1eZr5A93cnx6ggLEZHJUdSSaXURTPOBs552pRQm6F5gCXiUzd3MYp7qdrgmpPEibuXd8iIIOCC0qe3e8kLQRiIDI2GsVkRPuDx6yPv2k-idub5086NhmbO8Ay5pec	1.0	1.0	亲你好，刚刚看了你的简历，觉得你很适合我们的岗位，我们公司早九晚六周末双休哦，试用期底薪4000 +全勤+高提成+日现金奖励+月度现金奖励，福利多多。来聊一下吧？\n09-11 19:42\n我们试用期无责底薪4000，提成点高，工作内容非常简单，前期都是有人会带，上手非常快，新人综合工资都在8000+，而且还是双休，不加班哦，你确定不了解一下吗？\n11:07\n你好~\n你好呀\n无责底薪4k+全勤500+10％业务提成\n转正后15%-50%的高额提成+购买社保\n每个月还有额外的现金奖励500-2000不等\n工作时间:9:00-18:00午休一个半小时，周末双休。法定节假日正常休息。\n12:14\n附件简历请求已发送\n李舸.pdf\n点击预览附件简历\n可以看看我的简历哈，合适的话电话沟通\n请求交换电话已发送\n13:47\n19308008028\n武女士的手机号\n19308008028\n复制手机号\n好的好	亲你好，刚刚看了你的简历，觉得你很适合我们的岗位，我们公司早九晚六周末双休哦，试用期底薪4000 +全勤+高提成+日现金奖励+月度现金奖励，福利多多。来聊一下吧？\n我们试用期无责底薪4000，提成点高，工作内容非常简单，前期都是有人会带，上手非常快，新人综合工资都在8000+，而且还是双休，不加班哦，你确定不了解一下吗？\n你好呀\n无责底薪4k+全勤500+10％业务提成\n转正后15%-50%的高额提成+购买社保\n每个月还有额外的现金奖励500-2000不等\n工作时间:9:00-18:00午休一个半小时，周末双休。法定节假日正常休息。\n好的好\n	19308008028.0
银行贷款专员（无业绩考核）双休准时下班	余文韬	成都	中泰汇财	https://www.zhipin.com/job_detail/e1df7f0bfa9dcbe31HJy3Nq9EFRY.html?lid=8Z9W4Yzxbs4.search.901&securityId=e4O8NI55UK50y--1IRWJsJhaFB2NWavuCzv0xaWNvXknLp-Y-LhVH89jLdZPH-NAX6WhCSRwyI9bS_3ChHT85u4L2wZADk5GETXLaKoY3QIes7wd7AfEwMcIxVuOKkSkdctVqsXk7QY~	1.0	1.0	您好，可以聊聊吗？您这个职位我很有兴趣，希望进一步了解\n你与该职位竞争者PK情况\n共人投递，你超过竞争者\n优秀竞争者会，建议你\n查看详细分析		
不打电话月入2W+贷款专员	白女士	成都	欣益诚	https://www.zhipin.com/job_detail/7d8bb4fcc0b0438d1XJ92t20E1RT.html?lid=8Z9W4Yzxbs4.search.911&securityId=_9vs31E7AFpho-B1f92G549MXiXAuBGyRLpDaAnLY99l8sC0i5dyMk5R-awZOGlr8QojJXOiqAOpS-DdvF_fWBbkqpsiVu22yEJFJunco6fOFrG-9tf8grV6Msodhjehteqvn-DK8DAj	1.0	1.0		李女士 您好\n我们是一家成都本土金融服务公司，公司业务包含房产按揭、抵押贷款、信用贷款、房产售后、房产评估、过桥担保、房产交易、不良资产处置、家居团购....，目前总部的办公地址位于成都市青羊区，现已有线下门店共计9家，都是就分配业务\n这个是公司各个门店的位置，都是就近分配哦~您目前在成都哪个位置呢？\n\n我想要和您交换微信，您是否同意\n拒绝同意\n确定向 Boss 发送简历吗？\nBoss确认后，该附件简历将直接发送至对方邮箱\n取消确定\n	
高薪周末双休 贷款咨询顾问	魏女士	成都	成都聚立信驰	https://www.zhipin.com/job_detail/7b8862c86655b1e11HB92d26FFFS.html?lid=8Z9W4Yzxbs4.search.921&securityId=2JdfA8fgVeeGL-918TaivqIeuvtHDJiYaZ2VBZr-oQoYskcP9igZVXRbVSIYCGQyPBj7UbAe6Sb79YQpnut9C7yZ65nqbV3yB3E31uMZDJJOK45rXeq8ZRJKmqB_VKA_5JRCvwHwmb1qfubZzEXEbcm0ARllyHLZjcZEsxXD7pmL8B2T	1.0	1.0			
金融贷款专员	游先生	成都	四川贝壳鑫服商务咨询	https://www.zhipin.com/job_detail/bfd989db6e7639c81HN-0tS-FVZT.html?lid=8Z9W4Yzxbs4.search.931&securityId=cr6U-9Bc4vdsX-71A3GZMRq9r95t86J5dUMBP7lc4ZPxY0YJN_Bt-JBu9DViXyYZZHxilO1T4wgz8tT-kb7A7LA0XnqvQl0W40xr1RpyMENlfrcteLyjNvawpPoeRNufLutK1PovMRUI	1.0	1.0	你与该职位竞争者PK情况\n共人投递，你超过竞争者\n优秀竞争者会，建议你\n查看详细分析\n您好，可以聊聊吗？您这个职位我很有兴趣，希望进一步了解\n你好\n我想要一份您的附件简历，您是否同意\n拒绝同意\n确定向 Boss 发送简历吗？\nBoss确认后，该附件简历将直接发送至对方邮箱\n取消确定\n方便发一份简历吗\n可以看看我的简历哈，合适的话可以聊聊~\n请求交换电话已发送\n13:31\n18380336720\n游先生的手机号\n18380336720\n复制手机号\n好的	你好\n我想要一份您的附件简历，您是否同意\n拒绝同意\n确定向 Boss 发送简历吗？\nBoss确认后，该附件简历将直接发送至对方邮箱\n取消确定\n方便发一份简历吗\n好的\n	18380336720.0
月入3W+精准广告准意向数据金融贷款顾问	黄女士	成都	四川鑫云易	https://www.zhipin.com/job_detail/b01cfe140f8e946e1HJ53NS8FVBS.html?lid=8Z9W4Yzxbs4.search.941&securityId=mfMQoyIOovSay-Y1R2DgDypjadR4nu1k27NtZK_gmbELaiE0YOM8Isd5bUWyMjiA4eCxicPFMNby14QP_aFVep3cxwR10B8gPdVqS3rgsfl0kge8_nMusystbVofm8Mgrw1-64DuTPnuhfIi9FbJVY_fYPdF7g-RilVP6jDahYLUnjjz	1.0	1.0	您好，可以聊聊吗？您这个职位我很有兴趣，希望进一步了解\n您好\n我们打电话邀约客户上门办理贷款业务，我们的数据都是公司花重金打广告引流过来的准意向客户数据，很容易出意向，前期谈单有主管带着一起谈，基本上来的客户都能签单，工作内容可以接受吗？	您好\n我们打电话邀约客户上门办理贷款业务，我们的数据都是公司花重金打广告引流过来的准意向客户数据，很容易出意向，前期谈单有主管带着一起谈，基本上来的客户都能签单，工作内容可以接受吗？\n	
双休50%提成+贷款专员+无考核4000	王女士	成都	快融时代	https://www.zhipin.com/job_detail/398c2a81eadf6fbe1HB43NW9EFdY.html?lid=8Z9W4Yzxbs4.search.951&securityId=cubozflL7e524-C1WbSFwrvvOspb1V5TWds-Paa-XtB4qpS109NVLoKMstxMn_gxY6wYkvpzGE1ptvilaS7gfa6HOy_xD8Mzs2TilMQsA9wji1EZL7Be5TBfNtFco3yCTwVLw11Uf9Tr0A~~	1.0	0.0			
急招/3w金融贷款客户经理/双休	帖女士	成都	盛世旺达商务信息...	https://www.zhipin.com/job_detail/911f8b618792f0b21Hx52N-0FVRQ.html?lid=8Z9W4Yzxbs4.search.961&securityId=aKTkC2Gkr6VQY-g1rKslwC63KgLH0mLdoVoDJl1pkoNV9ovRYjHhGN-E5tIq8hJYTmFIisJz1lAUHarXSbDC88jwc9rNZrvm7C8OCHYyHmQ8lGTVnbvByYLE_m7fzATcrAmKCUbYdLMAuxAGDcuAJhKW786iauaN7iHsYGG9sq1yduLLiw~~	1.0	1.0	您好，可以聊聊吗？您这个职位我很有兴趣，希望进一步了解\n你好\n我想要一份您的附件简历，您是否同意\n拒绝同意\n确定向 Boss 发送简历吗？\nBoss确认后，该附件简历将直接发送至对方邮箱\n取消确定\n可以看看我的简历哈，合适的话可以聊聊~\n对方已查看您的附件简历\n收到你的简历了\n您是否接受此工作地点?\n时代8号(东大街芷泉段)(成都锦江区时代8号(东大街芷泉段)907)\n暂不考虑可以接受\n这边看看公司地址合适不\n请求交换电话已发送\n18981277300\n帖女士的手机号\n18981277300\n复制手机号	你好\n我想要一份您的附件简历，您是否同意\n拒绝同意\n确定向 Boss 发送简历吗？\nBoss确认后，该附件简历将直接发送至对方邮箱\n取消确定\n收到你的简历了\n这边看看公司地址合适不\n	18981277300.0
网络销售/金融贷款专员	李春兰	成都	成都惠融合信企业...	https://www.zhipin.com/job_detail/20184d8c2eca6ed51Hx72Ny1GFdU.html?lid=8Z9W4Yzxbs4.search.971&securityId=rcKmW08dhwbfs-t1fh7mtdeFaQr2PEQRqZIDJYbJAZYy5tshwZbr-z1aYr_uFGotVRSIfgv-CKuGbajIaG7slZZHnR3OVV1MBA8xTgc6RTJ8r3fuYI0axQPZgZ_4z3kuX03N0WT9cdlM8gluFMNPO9vKdEU6BzqbeuW9CDKgCbgY68UM	1.0	1.0	您好，可以聊聊吗？您这个职位我很有兴趣，希望进一步了解\n你好\n我想要和您交换联系方式，您是否同意\n拒绝同意\n确定向 Boss 发送简历吗？\nBoss确认后，该附件简历将直接发送至对方邮箱\n取消确定\n09-18 16:42\n哈喽 亲 看你已读未回是有什么顾虑吗？\n昨天 14:59\n你好，我们是一个年轻有活力的团队，上班氛围轻松，上班时间早上9点到下午6点午休2小时，周末双休方便简单交流下吗？	你好\n我想要和您交换联系方式，您是否同意\n拒绝同意\n确定向 Boss 发送简历吗？\nBoss确认后，该附件简历将直接发送至对方邮箱\n取消确定\n哈喽 亲 看你已读未回是有什么顾虑吗？\n你好，我们是一个年轻有活力的团队，上班氛围轻松，上班时间早上9点到下午6点午休2小时，周末双休方便简单交流下吗？\n	
正规银行贷款年薪30万+大平台高薪五险一金	朱先生	成都	四川米袋金融	https://www.zhipin.com/job_detail/c51b2adefcadba791HJy2tm1FlVY.html?lid=8Z9W4Yzxbs4.search.981&securityId=-K7vwZKyuvMf_-I1NiodkfDs_4-66OKPq_VsD76U-u7HFAnxs1DiOE5hJiTd728v0hVgt6tMzT9HLlnOHvDXL4M_gGg8FPgv33BDgUNFMzwKn6PwsbC2unHWXibKDIwQGtO90vbwmA~~	1.0	1.0	您好，可以聊聊吗？您这个职位我很有兴趣，希望进一步了解\n你好李女士\n公司地址离你远吗\n09-13 15:57\n附件简历请求已发送\n李舸.pdf\n点击预览附件简历\n可以看看我的简历哈，合适的话电话沟通\n对方已同意，您的附件简历已发送给对方\n对方已查看您的附件简历\n请求交换电话已发送\n我们这边是电销的模式哦，可以接受吗	你好李女士\n公司地址离你远吗\n我们这边是电销的模式哦，可以接受吗\n	
贷款专员+周末双休+社保	杨女士	成都	成都弘升鑫商务信...	https://www.zhipin.com/job_detail/79705fe41b8b1ece1Hx52tu6FlNR.html?lid=8Z9W4Yzxbs4.search.991&securityId=PiiAlg4PHkwG_-v1Q0Sxs1wEauY1qq5-X6btvLGocu26DjUlL-Jov-sAktYdJUgpyJahrX1r7jkpFD1_Wi1iVT00CopABqnTEX68R0o5j1bl_nuhfvz1-X3opYHDmEjNiqgLCDVzaxTS2w~~	1.0	1.0	您好，可以聊聊吗？您这个职位我很有兴趣，希望进一步了解\n小姐姐你好呀\n我想要一份您的附件简历，您是否同意\n拒绝同意\n确定向 Boss 发送简历吗？\nBoss确认后，该附件简历将直接发送至对方邮箱\n取消确定\n目前在职还是离职呢\n可以看看我的简历哈，合适的话可以聊聊~\n请求交换电话已发送\n19182589232\n杨女士的手机号\n19182589232\n复制手机号\n对方已查看您的附件简历\n看了你的简历，比较符合我们的一个用人需求\n您是否接受此工作地点?\n成都锦江区汇信财富中心2010\n暂不考虑可以接受\n你看一下公司位置合适吗	小姐姐你好呀\n我想要一份您的附件简历，您是否同意\n拒绝同意\n确定向 Boss 发送简历吗？\nBoss确认后，该附件简历将直接发送至对方邮箱\n取消确定\n目前在职还是离职呢\n看了你的简历，比较符合我们的一个用人需求\n你看一下公司位置合适吗\n	19182589232.0
金融贷款贷后审核+双休+文职岗	戴女士	成都	中软国际	https://www.zhipin.com/job_detail/cc67f62079454a7d1Hx429i4E1ZY.html?lid=8Z9W4Yzxbs4.search.1001&securityId=h4rFbB8k95qF8-81y1JMEbpssZEErN5kH3hLTd1-f6Rk2F3pC0uHDawKqo1SHxpaSBKyp5NWoDzJ9A-3Gwig6EFDYZeBwmu2NY95k4_20DLSAt9lUhgdkOtKe3r7Op0JLrVDMuwrzOj0reY6lB5vQO-qL5ArNQF07aVyRAtS88p-	1.0	1.0	您好，可以聊聊吗？您这个职位我很有兴趣，希望进一步了解\n您好，可以要一份简历吗\n我想要一份您的附件简历，您是否同意\n拒绝同意\n确定向 Boss 发送简历吗？\nBoss确认后，该附件简历将直接发送至对方邮箱\n取消确定	您好，可以要一份简历吗\n我想要一份您的附件简历，您是否同意\n拒绝同意\n确定向 Boss 发送简历吗？\nBoss确认后，该附件简历将直接发送至对方邮箱\n取消确定\n	
金融贷款专员--成都分公司	黄女士	成都	和诚创信	https://www.zhipin.com/job_detail/7e15093e063115521Hdy3du1FVNX.html?lid=8Z9W4Yzxbs4.search.1011&securityId=qGXt3s41MoHvG-U1hWKwJZFoKA2pVpd0pweg6u6oXIYe0RN5U_w9zMtRLgQJlzI4lxHrlsbYCTBeoahI-Q0d-UgAlmM7Se918Q4ps7Skknnr1w-euGW7F9N0khXMk_3bJL-EPvMeR4sGkqVXzEarmar-w3vguv5zOaRh5zVSrKqmkN3hbw~~	1.0	1.0	您好，可以聊聊吗？您这个职位我很有兴趣，希望进一步了解\n09-13 15:55\n你好\n我想要一份您的附件简历，您是否同意\n拒绝同意\n确定向 Boss 发送简历吗？\nBoss确认后，该附件简历将直接发送至对方邮箱\n取消确定	你好\n我想要一份您的附件简历，您是否同意\n拒绝同意\n确定向 Boss 发送简历吗？\nBoss确认后，该附件简历将直接发送至对方邮箱\n取消确定\n	
金融贷款客户经理	曾静雯	成都	成都漫海沙电子商务	https://www.zhipin.com/job_detail/3878f6bb539e38261HB_3Nq-FlNS.html?lid=8Z9W4Yzxbs4.search.1021&securityId=ApstnXJYv3m25-O15aakPP-H04eVQHNOuOxkDP6rz0FyOcPpcpIUlf8nMfyy8KvgNJpnEv10jcaTOvL_DLR51xUXl7LuVGjyLNOUbG48AmEqQB6pN9pi90WF07neT01qUp8nYYaveF9is378NcCcJ_tPkwR52b-y-9rsThf1yrmwkDFX	1.0	1.0	你好，我们最近有在招双休销售客服+朝九晚六，你可以看一下职位信息，如果有兴趣，期待你的回复\n12:35\n你好~\n中午好~\n我们是和银行合作从事金融行业务。主要是帮客户匹配合适的银行放款渠道，打电话邀约意向客户到公司来进行贷款服务，公司有客户经理负责谈单，主要是负责邀约工作，你看你可以接受嘛\n方便发一份你的简历过来吗？\n我想要一份您的附件简历，您是否同意\n拒绝同意\n确定向 Boss 发送简历吗？\nBoss确认后，该附件简历将直接发送至对方邮箱\n取消确定\n可以看看我的简历哈，合适的话可以聊聊~\n对方已查看您的附件简历\n请求交换电话已发送\n我们公司主要是做个人贷款的，你看工作内容方面可以接受吗\n18980409763\n曾静雯的手机号\n18980409763\n复制手机号	你好，我们最近有在招双休销售客服+朝九晚六，你可以看一下职位信息，如果有兴趣，期待你的回复\n中午好~\n我们是和银行合作从事金融行业务。主要是帮客户匹配合适的银行放款渠道，打电话邀约意向客户到公司来进行贷款服务，公司有客户经理负责谈单，主要是负责邀约工作，你看你可以接受嘛\n方便发一份你的简历过来吗？\n我想要一份您的附件简历，您是否同意\n拒绝同意\n确定向 Boss 发送简历吗？\nBoss确认后，该附件简历将直接发送至对方邮箱\n取消确定\n我们公司主要是做个人贷款的，你看工作内容方面可以接受吗\n	18980409763.0
银行贷款销售顾问	黄海锋	成都	锦峰拓微	https://www.zhipin.com/job_detail/27edce17fd5a7b291HV709u-FVZV.html?lid=8Z9W4Yzxbs4.search.1031&securityId=GoSbTgDL8eNAU-Z1FzXWnuySOv8oJofuGlRlDl1icoda7YKSWX7YrH8LD5HTnMdIG2SWLG4i4WZcMW8u_V1JTsepebn0_JTn9wgJ5ChjI9UBw7rnjU44Kz2HYhWOfWK1j_a3-Psjn-TOyg~~	1.0	1.0	您好，可以聊聊吗？您这个职位我很有兴趣，希望进一步了解\n开场问题，期待你的回答\n此问题由Boss设置并自动下发，可在Boss直聘手机app：我的-其他功能-开场问答中管理您的回答-设置-消息回复语中进行管理\n你好，我是业务主管，没有求职者到面要求，所以为节约大家时间，所有内容都是真实有效\n立即回答\n开场问题，期待你的回答\n​\n00:51\n你好\n为了不浪费你的时间，能先发一份简历给我吗\n我想要一份您的附件简历，您是否同意\n拒绝同意\n确定向 Boss 发送简历吗？\nBoss确认后，该附件简历将直接发送至对方邮箱\n取消确定\n可以看看我的简历哈，合适的话可以聊聊~\n请求交换电话已发送\n12:33\n18584851391\n黄海锋的手机号\n18584851391\n复制手机号\n你加我微信吧，就这个号码	开场问题，期待你的回答\n此问题由Boss设置并自动下发，可在Boss直聘手机app：我的-其他功能-开场问答中管理您的回答-设置-消息回复语中进行管理\n你好，我是业务主管，没有求职者到面要求，所以为节约大家时间，所有内容都是真实有效\n立即回答\n开场问题，期待你的回答\n​\n你好\n为了不浪费你的时间，能先发一份简历给我吗\n我想要一份您的附件简历，您是否同意\n拒绝同意\n确定向 Boss 发送简历吗？\nBoss确认后，该附件简历将直接发送至对方邮箱\n取消确定\n你加我微信吧，就这个号码\n	18584851391.0
